datetime,adj_close,adj_close,adj_close,adj_close,close,close,close,close,high,high,high,high,low,low,low,low,open,open,open,open,volume,volume,volume,volume,symbol,month
2025-09-01 03:45:00+00:00,220.83999633789062,950.6500244140625,1023.2000122070312,146.58999633789062,220.83999633789062,950.6500244140625,1023.2000122070312,146.58999633789062,222.52999877929688,954.7000122070312,1028.0,147.02999877929688,219.72000122070312,947.2999877929688,1015.2999877929688,145.07000732421875,219.72000122070312,954.7000122070312,1021.0999755859375,145.07000732421875,0.0,0,0.0,0.0,SHAREINDIA,2025-09
2025-09-01 03:50:00+00:00,221.75999450683594,954.0499877929688,1024.0999755859375,146.7899932861328,221.75999450683594,954.0499877929688,1024.0999755859375,146.7899932861328,222.1999969482422,955.8499755859375,1027.9000244140625,146.8800048828125,220.75,950.6500244140625,1024.0,146.22999572753906,220.80999755859375,950.6500244140625,1024.0,146.5,39319.0,1270,370.0,4341.0,SHAREINDIA,2025-09
2025-09-01 03:55:00+00:00,221.85000610351562,952.75,1021.0,146.66000366210938,221.85000610351562,952.75,1021.0,146.66000366210938,221.9499969482422,956.25,1022.7000122070312,146.80999755859375,221.0,952.75,1018.7000122070312,146.22000122070312,221.3800048828125,953.2999877929688,1022.7000122070312,146.80999755859375,15409.0,1632,241.0,6219.0,SHAREINDIA,2025-09
2025-09-01 04:00:00+00:00,221.60000610351562,953.5,1020.4000244140625,146.36000061035156,221.60000610351562,953.5,1020.4000244140625,146.36000061035156,221.85000610351562,953.5,1021.0999755859375,146.66000366210938,220.7899932861328,950.7000122070312,1018.7000122070312,146.0399932861328,221.6199951171875,952.7999877929688,1020.2999877929688,146.66000366210938,18389.0,2511,108.0,2744.0,SHAREINDIA,2025-09
2025-09-01 04:05:00+00:00,221.5399932861328,959.4000244140625,1026.4000244140625,146.2100067138672,221.5399932861328,959.4000244140625,1026.4000244140625,146.2100067138672,221.9499969482422,965.7000122070312,1026.800048828125,146.5399932861328,221.0,953.2999877929688,1018.0,146.00999450683594,221.3800048828125,954.0,1020.5,146.35000610351562,7740.0,10913,932.0,2158.0,SHAREINDIA,2025-09
2025-09-01 04:10:00+00:00,223.8800048828125,958.75,1032.300048828125,146.27999877929688,223.8800048828125,958.75,1032.300048828125,146.27999877929688,224.0,959.4000244140625,1032.300048828125,146.27999877929688,221.52000427246094,956.2000122070312,1027.5,146.14999389648438,221.52000427246094,959.4000244140625,1028.800048828125,146.1999969482422,23941.0,1060,386.0,311.0,SHAREINDIA,2025-09
2025-09-01 04:15:00+00:00,223.99000549316406,961.7000122070312,1035.9000244140625,147.27000427246094,223.99000549316406,961.7000122070312,1035.9000244140625,147.27000427246094,224.10000610351562,965.25,1037.800048828125,147.27000427246094,222.61000061035156,960.1500244140625,1032.300048828125,146.22000122070312,223.5,960.1500244140625,1032.300048828125,146.3000030517578,22444.0,3192,701.0,3262.0,SHAREINDIA,2025-09
2025-09-01 04:20:00+00:00,223.82000732421875,963.7000122070312,1038.4000244140625,146.97999572753906,223.82000732421875,963.7000122070312,1038.4000244140625,146.97999572753906,224.5,964.2000122070312,1038.5,147.5,223.75999450683594,961.1500244140625,1035.9000244140625,146.91000366210938,223.8000030517578,962.2999877929688,1035.9000244140625,147.1300048828125,20966.0,1058,85.0,2633.0,SHAREINDIA,2025-09
2025-09-01 04:25:00+00:00,223.39999389648438,961.5499877929688,1036.4000244140625,146.82000732421875,223.39999389648438,961.5499877929688,1036.4000244140625,146.82000732421875,224.1300048828125,965.0,1038.300048828125,146.8699951171875,223.22999572753906,961.5499877929688,1036.4000244140625,146.61000061035156,223.82000732421875,963.5999755859375,1038.300048828125,146.6999969482422,8001.0,3258,33.0,797.0,SHAREINDIA,2025-09
2025-09-01 04:30:00+00:00,223.3000030517578,964.2999877929688,1037.0,147.3000030517578,223.3000030517578,964.2999877929688,1037.0,147.3000030517578,223.39999389648438,964.2999877929688,1037.5999755859375,147.60000610351562,223.10000610351562,960.5,1035.9000244140625,146.67999267578125,223.3699951171875,962.25,1035.9000244140625,146.88999938964844,3711.0,472,303.0,6146.0,SHAREINDIA,2025-09
